fecha|pais|operadora|ruta|tipo_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra
1993-03-05|other|Palair Macedonian|Skopje  Zrich|Fokker|97|92|5|83|79|4|0
1993-03-23|Brazil|Oeste Linhas Aereas|Cuiaba  Vihena  Rondonia|other|6|4|2|6|4|2|0
1993-03-31|other|Japan Air Lines||Boeing|5|2|3|0|0|0|0
1993-04-01|other|Private|Bristol TN  Blountville TN|Fairchild Aircraft|4|3|1|4|3|1|0
1993-04-02|Venezuela|Linea Aeropostal Venezolana|Test|McDonnell Douglas|11|8|3|11|8|3|0
1993-04-06|other|China Eastern Airlines|Shanghai  Los Angeles|McDonnell Douglas|264|248|16|2|2|0|0
1993-04-19|other|Private|Cincinnati OH  Pierre SD|Mitsubishi Heavy Industries|8|6|2|8|6|2|0
1993-04-23|Mongolia|MIAT  Mongolian Airlines|Ulan Bator  Bayan Olgiy|Antonov|40|34|6|32|26|6|0
1993-04-26|India|Indian Airlines|Aurangabad  Bombay|Boeing|118|112|6|55|55|0|0
1993-04-27|Gambia|Military  Zambian Air Force|Lusaka  Libreville  Dakar|De Havilland|30|25|5|30|25|5|0
1993-04-27|Afghanistan|Military  Afghan Republican Air Force|Kabul  Mazar Sharif|Antonov|76|71|5|76|71|5|0
1993-05-11|Fiji|Fiji Air||other|2|0|2|2|0|2|0
1993-05-15|Mexico|Carga del Caribe|Cancun  Cozumel|McDonnell Douglas|5|0|5|3|0|3|0
1993-05-19|Colombia|SAM Colombia|Panama City  Medellin|Boeing|132|125|7|132|125|7|0
1993-06-06|Colombia|Aerotaca|Bogota  El Yopal|De Havilland|2|0|2|2|0|2|0
1993-06-09|Guinea|Southwest Air||other|11|10|1|9|9|0|0
1993-06-16|Indonesia|Merpati Nasantara Airlines||De Havilland|3|0|3|1|0|1|0
1993-06-17|United States|Tajikistan Airlines|Batumi  Baku  Chimkent|Antonov|41|36|5|41|36|5|0
1993-07-01|Indonesia|Merpati Nusantara Airlines|Ambo  Sorong|Fokker|43|39|4|41|37|4|0
1993-07-06|United States|Military  Georgian Air Force||other|23|0|0|23|0|0|0
1993-07-12|other|Private|Birmingham  Talladega|other|2|1|1|1|1|0|0
1993-07-23|China|China Northwest Airlines|Yinchuan  Beijing|Piaggio Aerospace|113|108|5|55|54|1|0
1993-07-26|South Korea|Asiana Airlines|Seoul  Mokpo|Boeing|110|104|6|68|64|4|0
1993-07-30|Malaysia|Hornbill Airways|Ba Kelalan  Marudi|other|17|15|2|1|1|0|0
1993-07-31|Nepal|Everest Air|Kathmandu  Bharatpur|Dornier|19|16|3|19|16|3|0
1993-08-18|Cuba|American International Airways|Norfolk VA  Guantanamo Cuba|McDonnell Douglas|3|0|3|0|0|0|0
1993-08-26|Russia|Sakha Airlines|Uchur  Aldan|other|24|22|2|24|22|2|0
1993-08-28|Tajikistan|Tajikistan Airlines|Khorag  Dushanbe|Yakovlev|86|81|5|82|77|5|0
1993-09-14|Poland|Lufthansa|Frankfurt  Warszawa|Airbus|70|64|6|2|1|1|0
1993-09-21|United States|Transair Georgia Airlines|Sochi  Sukhumi|Tupolev|27|22|5|27|22|5|0
1993-09-22|United States|Transair Georgia Airlines|Tbilisi  Sukhumi|Tupolev|132|120|12|108|100|8|0
1993-10-04|United States|Military  Georgian Air Force||other|60|0|0|60|0|0|0
1993-10-25|New Zealand|Hibiscus Air|Glentanner  Queenstown|other|9|6|3|9|6|3|0
1993-10-26|China|China Eastern Airlines|Shenzen  Fuzhou|McDonnell Douglas|80|71|9|2|2|0|0
1993-10-27|Norway|Wideroes Flyveselksap|Trondheim  Namsos|De Havilland|20|17|3|7|4|3|0
1993-11-10|Canada|Air Manitoba|Winnipeg  Sandy Lake|Hawker|7|4|3|7|4|3|0
1993-11-13|China|China Northern Airlines|Beijing  Urumqi|McDonnell Douglas|102|92|10|12|8|4|0
1993-11-15|Iran|Magistralnye Avialinii|Dubai  Kerman|Antonov|17|14|3|17|14|3|0
1993-11-20|other|Aviaimpex Macedonia|Genva Skopje|Yakovlev|116|108|8|116|108|8|0
1993-12-01|other|Express Airlines  Northwest Airlink|MinneapolisSt Paul  Hibbing|Piaggio Aerospace|18|16|2|18|16|2|0
1993-12-03|Canada|Arctic Wings  Rotors|Tuktoyaktuk  Inuvik|other|7|6|1|7|6|1|0
1993-12-09|Senegal|Air Senegal  Gambia Airways||other|3|2|1|3|2|1|0
1993-12-13|Laos|Lao Aviation|Vientiane  Phonesavahn|other|18|16|2|18|16|2|0
1993-12-15|Philippines|Military  Philippine Air Force|Manila  Naga|Lockheed Martin|29|23|6|29|23|6|0
1993-12-26|Armenia|Kuban Airlines|Krasnadar  Gyumri|Antonov|36|31|5|36|31|5|0
1994-01-03|Russia|Baikal Air|Irkutsk  Moscow|Tupolev|124|115|9|124|115|9|1
1994-01-07|other|Atlantic Coast Airlines United Express|Washington DC  Columbus OH|Piaggio Aerospace|8|3|5|5|2|3|0
1994-02-24|Russia|North Western Air Transport|Volgograd  Nalchik|Antonov|13|7|6|13|7|6|0
1994-02-25|England|British World Airways|Edinburgh  Coventry|Vickers|2|0|2|1|0|1|0
1994-02-25|Peru|Expresso Areo|Jananjui  Tocache  Tingo Maria  Lima|Yakovlev|31|26|5|31|26|5|0
1994-03-02|other|Continental Airlines|New York City  Denver|McDonnell Douglas|116|110|6|0|0|0|0
1994-03-08|India|Sahara|Training|Boeing|4|0|4|4|0|4|0
1994-03-14|Kenya|Military  US Air Force|Mombasa  Mogadishu|Lockheed Martin|8|0|8|8|0|8|0
1994-03-17|other|Military  Iranian Air Force|Tehran  Moscow|Lockheed Martin|32|19|13|32|19|13|0
1994-03-18|other|Chalks International Airlines|Key West Harbor  Key West|Northrop Grumman|2|0|2|2|0|2|0
1994-03-18|other|Salair|Spokane  Portland|McDonnell Douglas|2|0|2|2|0|2|0
1994-03-21|Australia|Aurukun Air Services|Weipa  Aurukun|other|6|5|1|6|5|1|0
1994-03-23|Russia|Aeroflot Russian International Airways|Moscow  Hong Kong|Airbus|75|63|12|75|63|12|0
1994-04-03|other|Air Taxi  El Aero Services Inc||Bell Aircraft Corporation|5|4|1|5|4|1|0
1994-04-04|Netherlands|KLM Cityhopper|Amsterdam  Cardiff|Saab|24|21|3|3|2|1|0
1994-04-06|Rwanda|Rwanda Government|Tanzania  Kigali Rwanda|other|12|9|3|12|9|3|0
1994-04-06|Ecuador|TAME|Taura  Latacunga|De Havilland|17|14|3|17|14|3|0
1994-04-14|Iraq|Military  US Army  Military US Army||Sikorsky Aircraft Corporation|26|0|0|26|0|0|0
1994-04-25|Indonesia|Dirgantara Air Services|Pontianak  Nanga Pinoh|other|11|10|1|11|10|1|0
1994-04-26|Japan|China Airlines Taiwan|Taipei  Nagoya|Airbus|271|256|15|264|249|15|0
1994-05-07|Brazil|Rico Taxi Aero|Sao Paulo  Sao Gabriel|other|16|14|2|8|6|2|0
1994-05-23|Colombia|Arall|San Jose  Villavicencio|other|11|9|2|4|3|1|0
1994-05-28|Colombia|Transoriente Colombia|Villavicencio  La Primavera  Puerto Carreno|McDonnell Douglas|29|26|3|7|4|3|0
1994-06-02|Scotland|Military  Royal Air Force|Aldergrove AB  Fort George|Boeing|29|25|4|29|25|4|0
1994-06-06|China|China Northwest Airlines|Xian  Guangzhou|Tupolev|160|146|14|160|146|14|0
1994-06-13|Mexico|Aerolineas Cuahonte|Lazaro  Cardenas  Michoacan|other|9|7|2|9|7|2|0
1994-06-18|Indonesia|Merpati Nusantara Airlines|Balikpapan  Palu|Fokker|12|7|5|12|7|5|0
1994-06-18|other|TAESA|Mexico City  Washington DC|other|12|10|2|12|10|2|0
1994-06-26|Ivory Coast|Air Ivorie|San Pedro  Abidjan|Fokker|17|14|3|17|14|3|0
1994-06-29|Afghanistan|Military  DostumGalboddin Militia||Antonov|70|0|0|50|0|0|0
1994-06-30|France|Airbus Industrie|Toulouse  Toulouse|Airbus|7|4|3|7|4|3|0
1994-07-01|Mauritania|Air Mauritanie|Nouakchott  Tidjikja|Fokker|93|89|4|80|76|4|0
1994-07-02|other|USAir|Columbia SC  Charlotte NC|McDonnell Douglas|57|52|5|37|37|0|0
1994-07-14|other|Air Taxi  Papillion Helicopters Ltd|Lihue HI  Lihue HI|other|7|6|1|3|3|0|0
1994-07-17|France|Air Martinique|Bridgetown  Fort de France|other|6|5|1|6|5|1|0
1994-07-17|Congo|Sankuru Air Service|Training|Yakovlev|9|5|4|5|3|2|0
1994-07-19|Panama|Alas Chiricanas|Colon  Panama City|other|21|18|3|21|18|3|0
1994-07-26|Indonesia|Airfast Services|Kilo Lima  Kelawit|Sikorsky Aircraft Corporation|18|16|2|18|16|2|0
1994-08-05|Russia|Military  Russian Air Force|Dzhida  Boda|Antonov|47|41|6|47|41|6|0
1994-08-07|other|Air Taxi  Uyak Air Services Inc|Sightseeing|De Havilland|7|6|1|6|5|1|0
1994-08-10|South Korea|Korean Airlines|Seoul  Cheju|Airbus|160|152|8|0|0|0|0
1994-08-11|other|Air Taxi  Talon Air Services Inc|Caribou Lake AK  Nikiski AK|De Havilland|3|2|1|3|2|1|0
1994-08-12|other|Air Taxi  National Helicopters|New York NY  Atlantic City NJ|Bell Aircraft Corporation|3|2|1|3|2|1|0
1994-08-21|Morocco|Royal Air Maroc|Agadir  Casablanca|other|44|40|4|44|40|4|0
1994-09-08|other|USAir|Chicago  Pittsburgh|Boeing|132|127|5|132|127|5|0
1994-09-13|Nigeria|Aerocontroctors  Charter|Lagos  Abuja|De Havilland|5|3|2|3|2|1|0
1994-09-17|Canada|Pacific Coastal Airlines|Fish Egg Inlet  Pruth Bay|De Havilland|4|2|2|3|2|1|0
1994-09-18|Algeria|Oriental Airlines|Tunis  Tamanrasset|other|39|32|7|5|3|2|0
1994-09-23|other|Heavylift Cargo Airlines|Hong Kong  Jakarta|Lockheed Martin|12|6|6|6|3|3|0
1994-09-26|Russia|Cheremshanka Airlines|Krasnoyarsk  Tura|Yakovlev|28|24|4|28|24|4|0
1994-09-28|Paraguay|TAM Paraguay|Bahia Negra  Asuncion|McDonnell Douglas|27|25|2|1|0|1|0
1994-09-30|Russia|Arsenyev Aviation Production Association|Chaibukha  Provedenia|Antonov|20|13|7|8|3|5|0
1994-10-08|Colombia|SELVA|Villavicencio  Mitu|Antonov|10|5|5|10|5|5|0
1994-10-12|Iran|Iran Asseman Airlines|Isfahan  Terhan|Fokker|66|59|7|66|59|7|0
1994-10-14|Brazil|Military  Brazilian Air Force|Rio de Janeiro  Belem|Lockheed Martin|21|15|6|21|15|6|0
1994-10-26|Angola|Military  Angolan Air Force||other|22|0|0|22|0|0|0
1994-10-29|Russia|Aeronica|Yushno  Ust Ilimsk|Antonov|23|16|7|23|16|7|0
1994-10-29|Russia|Yakutavia||Antonov|19|17|2|7|7|0|0
1994-10-31|India|American Eagle|Indianapolis  Chicago|other|68|64|4|68|64|4|0
1994-11-01|Mexico|Transportes Aereos Pegaso|Cozumel  Chichen Itza|Bell Aircraft Corporation|14|13|1|14|13|1|0
1994-11-04|Indonesia|Trigana Air Service|Nabire  Obano|De Havilland|4|2|2|4|2|2|0
1994-11-05|Peru|SA Amazonica|Trujillo  Saposa|Yakovlev|30|26|4|6|5|1|0
1994-11-16|other|Ameriflight|Burbank  Oakland|Beechcraft|1|0|1|1|0|1|0
1994-11-22|Guinea|Southwest Air|Selbang  Bolvovip|other|7|6|1|7|6|1|0
1994-11-22|other|Trans World Airlines  Private||McDonnell Douglas|142|132|10|2|0|2|0
1994-11-25|Angola|Military  Angolan Air Force||other|22|0|0|22|0|0|0
1994-12-10|other|Philippine Air Lines|Manila  Cebu  Tokyo|Boeing|293|273|20|1|1|0|0
1994-12-13|other|American Eagle|Greensboro  Raleigh|Piaggio Aerospace|20|18|2|15|13|2|0
1994-12-15|Angola|SL Aviation Services||McDonnell Douglas|2|0|2|2|0|2|0
1994-12-17|Venezuela|Servivensa||McDonnell Douglas|9|6|3|7|4|3|0
1994-12-17|Guinea|Missionary Aviation Fellowship|Tabubil  Selbang|De Havilland|28|26|2|28|26|2|0
1994-12-21|England|Phoenix Aviation|East Midlands  Coventry|Boeing|5|0|5|5|0|5|0
1994-12-26|Algeria|Air France|Alger  Paris|Airbus|239|227|12|3|3|0|0
1994-12-29|Turkey|Turkish Airlines THY|Ankara  Van|Boeing|76|69|7|57|52|5|0
1995-01-05|Iran|Military  Iranian Air Force|Isfahan  Tehran|Lockheed Martin|12|6|6|12|6|6|0
1995-01-10|other|Merpati Nusantara Airlines|Bima  Ruteng|De Havilland|14|10|4|14|10|4|0
1995-01-11|Colombia|Intercontinental de Aviacion|Bogota  Cartagena|McDonnell Douglas|52|47|5|51|46|5|0
1995-01-14|other|Air Taxi  Wolfe Air Aviation Ltd|Los Angeles CA  Burbank CA|Bell Aircraft Corporation|4|3|1|2|2|0|0
1995-01-17|Nepal|Royal Nepal Airlines|Kathmandu  Rumjatar|De Havilland|24|21|3|2|1|1|0
1995-01-20|Russia|Abakan Airlines|Krasnoyarsk  Abakan|other|19|17|2|3|1|2|0
1995-01-20|France|Leadair  Charter|Paris  Romania|other|10|7|3|10|7|3|0
1995-02-16|other|ATI|Kansas City  Chicopee|McDonnell Douglas|3|0|3|3|0|3|0
1995-03-16|Russia|Aeroflot|Petropavlovsk   Ossora|Antonov|10|4|6|9|3|6|0
1995-03-31|Oman|TAROM Transporturile Aeriene Romane|Bucharest  Brussel|Airbus|60|49|11|60|49|11|0
1995-04-23|Nigeria|Bristow Helicopters|Port Harcourt  Lagos|De Havilland|9|7|2|1|0|1|0
1995-04-29|Sri Lanka|Military  Sri Lanka Air Force|Anuradhapura  Palaly AFB|Hawker|52|49|3|52|49|3|0
1995-05-01|Canada|Bearskin Airlines  Air Sandy|Red Lake  Sioux Lookout   Sioux Lookout  Red Lake|other|8|5|3|8|5|3|0
1995-05-03|Ecuador|American Jet|Buenos Aires  La Paz  Quito|Northrop Grumman|7|5|2|7|5|2|0
1995-05-09|Colombia|ADES Colombia|Mitu  Villavicencio|other|9|5|4|9|5|4|0
1995-05-13|other|Military  US Air Force|Boise ID  Colorado Springs CO|Lockheed Martin|6|0|6|6|0|6|0
1995-05-24|England|Knight Air|Leeds  Aberdeen|other|12|9|3|12|9|3|0
1995-05-25|Colombia|LACOL|Villavicencio  Miraflores|McDonnell Douglas|11|9|2|2|2|0|0
1995-05-29|Senegal|Senegalair||Piper Aircraft|10|8|2|6|4|2|0
1995-06-09|New Zealand|Ansett New Zealand|Auckland  Palmerston North|De Havilland|21|18|3|5|4|1|0
1995-06-16|Russia|Volga Air|Poliny Osipenko  NikolayevskonAmur|Antonov|12|0|0|12|0|0|0
1995-06-16|Russia|Aeroflot|Poliny  NikolayevskonAmur|Antonov|14|12|2|13|11|2|0
1995-06-17|Angola|Military  Angolan Air Force|Ondjiva  Catumbela|other|48|45|3|48|45|3|0
1995-06-24|Nigeria|Harka Air Services|Kaduna  Lagos|Tupolev|80|74|6|16|16|0|0
1995-06-27|Dominica|Salair|Santo Domingo  Aguadilla Puerto Rico|Convair|2|0|2|2|0|2|0
1995-07-01|Guinea|Garamut Aviation|Port Moresby  Tabubil|De Havilland|3|1|2|3|1|2|0
1995-07-12|Guinea|Milne Bay Air|Alotou  Dagura|De Havilland|15|13|2|15|13|2|0
1995-07-17|Indonesia|Merpati Nusantara Airlines||De Havilland|18|16|2|1|0|1|0
1995-07-18|Madagascar|Military  Madagascar Air Force|Maintirano  Antananivo|McDonnell Douglas|34|29|5|34|29|5|0
1995-07-25|Guinea|Transniugini Airways||other|2|1|1|2|1|1|0
1995-08-02|South Africa|Aero Air|Johannesburg  Jamba|Antonov|3|0|3|3|0|3|0
1995-08-09|Indonesia|Bourag Indonesia Airlines|Tual  Langgar  Kaimana|Hawker|10|6|4|10|6|4|0
1995-08-09|El Salvador|Aviateca|Guatemala City  San Salvador|Boeing|65|58|7|65|58|7|0
1995-08-14|Colombia|AIRES Colombia|Neiva  Cali|other|10|8|2|10|8|2|0
1995-08-21|United States|Atlantic Southeast Airlines|Atlanta  Gulfport|other|29|26|3|10|9|1|0
1995-09-01|other|North Star Air Cargo|Farewell  Anchorage|other|1|0|1|1|0|1|0
1995-09-02|other|Adventure Airlines|Las Vegas NV  W Yellowstone MT|Cessna|8|7|1|8|7|1|0
1995-09-02|Canada|Military  Royal Air Force|Air Show|Piaggio Aerospace|7|0|7|7|0|7|0
1995-09-09|Colombia|SAETA|Villavicencio  La Macarena|other|22|18|4|21|17|4|0
1995-09-11|Afghanistan|Ariana Afghan Airlines|Kabul  Jalalabad|Antonov|51|44|7|3|3|0|0
1995-09-12|Sri Lanka|Military  Sri Lanka Air Force|Ratmalana  Palali base|Antonov|81|76|5|81|76|5|0
1995-09-15|Malaysia|Malaysia Airlines|Kota Kinabalu  Tawau|Fokker|53|49|4|34|32|2|0
1995-09-21|Mongolia|MIAT  Mongolian Airlines|Ulan Bator  Moron|Antonov|43|37|6|42|36|6|0
1995-09-22|other|Military  US Air Force|AnchorageElmendorf AFB  AnchorageElmendorf AFB|Boeing|24|20|4|24|20|4|0
1995-09-24|Russia|Norilsk Flight Company|Cape Chelyuskin  Sterligov Cope|other|15|10|5|15|10|5|0
1995-09-27|Canada|Western Straits Air|Triumph Bay  Campbell River|De Havilland|10|9|1|8|7|1|0
1995-10-03|Indonesia|Sabang Merauke Raya Air Charter|Medan  Meulaboh|other|14|12|2|1|0|1|0
1995-10-04|other|Kirghizia Aba Zaoldoru||other|15|12|3|15|12|3|0
1995-11-09|Argentina|Military  Argentine Air Force|Comodoro Rivadavia  Cordoba|Fokker|53|48|5|53|48|5|0
1995-11-13|Nigeria|Nigeria Airways|Jos  Kano|Boeing|137|129|8|9|9|0|0
1995-11-22|Sri Lanka|Military  Sri Lanka Air Force|Colombo  Palay AFB|Antonov|63|57|6|63|57|6|0
1995-11-29|Malaysia|Sabah Air||Bell Aircraft Corporation|10|8|2|10|8|2|0
1995-11-30|Azerbaijan|Azerbaijan Airlines||Boeing|6|0|6|2|0|2|0
1995-12-03|Cameroon|Cameroon Airlines|Cotonou  Douala|Boeing|78|72|6|72|68|4|0
1995-12-05|Azerbaijan|Azerbaijani Airlines|Nakhichevan  Baku|Tupolev|82|76|6|54|52|2|0
1995-12-07|Russia|Far East Aviation|Yushno  Khabarovk|Tupolev|98|90|8|98|90|8|0
1995-12-13|Italy|Romanian Banat Air|Verona  Timisoara|Antonov|49|41|8|49|41|8|0
1995-12-18|Angola|Trans Service Airlift|Jamba Airport  |Lockheed Martin|144|139|5|141|137|4|0
1995-12-20|Colombia|American Airlines|Miami  Cali|Boeing|164|156|8|160|152|8|0
1995-12-22|Guinea|Island Airways|Madang  Bundi|other|12|11|1|2|1|1|0
1996-01-08|Barbados|Mustique Airways|Union Island  Bridgetown|other|10|9|1|1|1|0|0
1996-01-08|other|African Air|Kinshasa  Kahemba|Antonov|6|0|6|2|0|2|225
1996-01-18|Nigeria|Military  Nigerian Air Force|Lagos  Kano|Piaggio Aerospace|14|10|4|14|10|4|0
1996-01-22|Sri Lanka|Military  Sri Lanka Air Force||other|39|0|0|39|0|0|0
1996-02-04|Paraguay|Lineas Aereas del Caribe|Asuncion  Campina Grande|McDonnell Douglas|4|1|3|4|1|3|24
1996-02-05|other|Business Air Connection|St Johns AZ  Brownsville TX|other|4|2|2|4|2|2|0
1996-02-06|other|Alas Nacionales leased from Birgen Air|Puerto Plata  Gander|Boeing|189|176|13|189|176|13|0
1996-02-11|Afghanistan|Military  Taliban Militia||other|20|0|0|20|0|0|0
1996-02-12|other|Hati Express|PortauPrince  Cap Haitien|other|15|13|2|11|9|2|0
1996-02-26|Sudan|Military  Sudanese Air Force|El Obeid  Khartoum|Lockheed Martin|91|85|6|91|85|6|0
1996-02-27|Angola|Aero Tropical|Ludana  Lukapa|Antonov|8|3|5|8|3|5|0
1996-02-29|Peru|Compania de Aviacion Faucett SA Peru|Lima  Arequipa|Boeing|123|117|6|123|117|6|0
1996-03-09|Peru|Military  Peruvian Army Aviation|Condorcanqui  Bagua|other|23|0|0|23|0|0|0
1996-03-12|Turkmenistan|Akhal Air||other|12|9|3|12|9|3|0
1996-04-03|Croatia|Military  US Air Force|Tizla  Dubrovnik|Boeing|35|29|6|35|29|6|0
1996-04-05|Russia|Krasnoyarskie Avialinii|Novosibirsk  Petropavlovsk|Ilyushin|20|11|9|20|11|9|0
1996-04-05|Taiwan|Formosa Airlines|Taipei  Matsu Island|Dornier|17|15|2|6|6|0|0
1996-04-11|other|Private|Cheyenne WY  Lincoln NE|Cessna|3|2|1|3|2|1|0
1996-05-03|Sudan|Federal Airlines|Wadi Halfa  Khartoum|Antonov|53|48|5|53|48|5|0
1996-05-09|Canada|Buffalo Narrows Airways||De Havilland|2|0|2|2|0|2|0
1996-05-10|Mexico|Aeroservicios Empresariales de Durango|Durango  Otaez|De Havilland|19|17|2|16|14|2|0
1996-05-11|other|ValuJet|Miami  Atlanta|McDonnell Douglas|110|105|5|110|105|5|0
1996-05-11|Guinea|Milne Bay Air|Menyamya  Marakawa|other|10|9|1|1|1|0|0
1996-05-19|United Kingdom|Loganair|Inverness  Lerwick|other|3|2|1|3|2|1|0
1996-06-06|Congo|Hoseba|Kinshasa Congo   Athens Greece|Ilyushin|10|2|8|10|2|8|0
1996-06-09|Iran|Iran Air|Training|Boeing|7|0|7|7|0|7|0
1996-06-12|Australia|Military  Australian Army Aviation||Sikorsky Aircraft Corporation|28|0|0|18|0|0|0
1996-06-13|Japan|Garuda Indonesia Airlines|Fukuoka  Denpasar|McDonnell Douglas|275|260|15|3|3|0|0
1996-06-21|China|China Flying Dragon Aviation Feilong Airlines|Dalian  Shanghai|Harbin Aircraft Manufacturing Corporation|12|9|3|2|1|1|0
1996-07-06|other|Delta Air Lines|Pensacola  Atlanta|McDonnell Douglas|142|137|5|2|2|0|0
1996-07-09|Guinea|Milne Bay Air|Bosavi  Mendi|De Havilland|20|19|1|20|19|1|0
1996-07-11|India|Archana Airlines|Delhi  Shimla  Kulu|other|9|6|3|9|6|3|0
1996-07-15|Netherlands|Military  Belgian Air Force|Villafranca Italy  Eindhoven AB|Lockheed Martin|41|37|4|34|30|4|0
1996-07-17|Mexico|Aerolatino Aerocaribe|Holvox Island  Playa del Carmen|De Havilland|18|16|2|1|1|0|0
1996-07-17|other|Trans World Airlines|New York City  Paris|Boeing|230|212|18|230|212|18|0
1996-07-20|Russia|Northern Air Cargo|Emmonak  Aniak|McDonnell Douglas|4|1|3|4|1|3|0
1996-07-24|other|Myanmar Airways|Rangoon  Mergui|Fokker|49|44|5|8|8|0|0
1996-08-12|Canada|First Air|Iqaluit  Markham Bay|De Havilland|2|0|2|2|0|2|0
1996-08-14|Canada|Air North|Bronson Creek  Wrangell|McDonnell Douglas|3|0|3|1|0|1|0
1996-08-17|other|Military  US Air Force|Jackson Hole WY  New York NY|Lockheed Martin|9|1|8|9|1|8|0
1996-08-18|Canada|Harbour Air|Tasu  Alliford|De Havilland|3|2|1|3|2|1|0
1996-08-19|other|Spair Air Transport|Belgrade  Malta|Ilyushin|12|2|10|12|2|10|0
1996-08-29|Norway|Vnokovo Airlines|Moscow  Svalbard|Tupolev|141|129|12|141|129|12|0
1996-09-25|Netherlands|Dutch Dakota Association|Texel  Amsterdam|McDonnell Douglas|32|26|6|32|26|6|0
1996-10-02|Peru|Aeroperu|Lima  Santiago|Boeing|70|61|9|70|61|9|0
1996-10-03|Congo|Malu Aviation||De Havilland|21|19|2|6|4|2|0
1996-10-06|Angola|Savanair||Antonov|19|13|6|6|5|1|0
1996-10-08|France|Aeroflot|Moscow  Turin Italy|Antonov|23|0|23|2|0|2|2
1996-10-22|Ecuador|Million Air|Manta  Miami|Boeing|4|0|4|4|0|4|30
1996-10-26|Russia|Tyumen Aviatrans|Tyumen  Khanty|Yakovlev|34|30|4|5|3|2|0
1996-10-31|Brazil|TAM Brazil|Sao Paulo  Rio de Janiero|Fokker|95|89|6|95|89|6|3
1996-11-01|Guatemala|Transported Areos Profesionales  TAPSA|Guatemala City  Flores|other|16|14|2|16|14|2|0
1996-11-07|Nigeria|Aviation Development Corporation|Port Harcourt  Lagos|Boeing|143|134|9|143|134|9|0
1996-11-07|France|Jetcom SA|Geneva  Bordeaux|Cessna|8|7|1|8|7|1|0
1996-11-12|India|Saudi Arabian Airlines  Kazakhstan Airlines|New Delhi  Dhahran  Chimkent  New Delhi|Boeing|349|316|33|349|316|33|0
1996-11-14|Russia|Komi Avia|Most Pyssa  Koslan|Antonov|15|13|2|14|13|1|0
1996-11-19|other|United Express   Private|Burlington IA  Quincy IA|Beechcraft|14|10|4|14|10|4|0
1996-11-22|other|Military  US Air Force|San Diego CA  Portland OR|Lockheed Martin|11|0|11|10|0|10|0
1996-11-23|Comoros|Ethiopian Airlines|Addis Ababa  Nairobi|Boeing|175|163|12|127|117|10|0
1996-11-27|Russia|Military  Russian Air Force|Abakan  Petropavlosk  Kamchatsky|Ilyushin|23|19|4|23|19|4|0
1996-11-30|Colombia|ACES Colombia|Medellin  Bahia Solano|De Havilland|15|13|2|14|12|2|0
1996-12-07|Indonesia|Dirgantara Air Services|Banjarmasin  Sampit|other|17|15|2|16|14|2|2
1996-12-09|other|Emery Worldwide|Boise  Salt Lake City|McDonnell Douglas|2|0|2|2|0|2|0
1996-12-17|Russia|Military  Russian Air Force|St Petersburg  Krasnodar|Antonov|18|11|7|18|11|7|0
1996-12-21|Colombia|SELVA|Bogota  Medellin|Antonov|4|1|3|4|1|3|0
1996-12-22|other|Airborne Express|Test flight|McDonnell Douglas|6|3|3|6|3|3|0
1996-12-24|other|Aircraft Charter Group Inc|Bridgeport CT  Lebanon NH|other|2|0|2|2|0|2|0
1996-12-24|India|Military  Indian Air Force|Tanbaram AFB  Hyderabad|other|22|17|5|22|17|5|0
1997-01-07|Samoa|Polynesian Airlines|Pago Pago  FagaliI|De Havilland|5|3|2|3|2|1|0
1997-01-09|other|Comair|Cincinnati  Detroit|other|29|26|3|29|26|3|0
1997-01-29|other|Southcentral Air|St Marys  Kenai|De Havilland|2|0|2|1|0|1|0
1997-01-31|Nigeria|Skypower Express Airways|Jos  Yola|other|16|13|3|5|2|3|0
1997-02-01|Senegal|Air Senegal|Tambacounda  Dakar|Hawker|52|49|3|25|22|3|0
1997-02-02|Angola|Force Area Populaire de Angola|Luanda  Cafunfo|other|37|33|4|37|33|4|0
1997-02-04|Israel|Military  Israel Air Force Military   Israel Air Force||Sikorsky Aircraft Corporation|73|0|0|73|0|0|0
1997-02-14|Brazil|Varig|Maraba  Carajas|Boeing|52|46|6|1|0|1|0
1997-02-19|Guatemala|Transpolar|Lima Peru  Guatemala City Guatemala|other|5|4|1|5|4|1|0
1997-03-12|Angola|ALADA|Luanda  Lucapa|Antonov|16|12|4|16|12|4|0
1997-03-13|Iran|Military  Iranian Air Force|Dezful  Mashhad|Lockheed Martin|88|80|8|88|80|8|0
1997-03-18|Russia|Stavropol Airlines|Stavropol  Trabzon|Antonov|50|44|6|50|44|6|0
1997-04-01|Honduras|Military  US Air Force|Howard AFB  Tegucigalpa|Lockheed Martin|10|0|0|3|0|0|0
1997-04-04|United States|Custom Air Service|Griffin  Americus|Sud Aviation|2|0|2|2|0|2|0
1997-04-10|other|Hageland Aviation Services|Barrow  Wainwright|Cessna|5|4|1|5|4|1|0
1997-04-14|Congo|TAAG Angola Airlines|Brazzaville  Luanda|Fokker|7|4|3|3|0|3|0
1997-04-15|Azerbaijan|Azerbaijan Airlines|Training|Yakovlev|6|0|6|6|0|6|0
1997-04-16|Niger|Military  Niger Air Force|Lome  Niamey|Lockheed Martin|14|0|0|14|0|0|0
